FIPS,Age_over_65
30021,1674
30023,2075
30025,521
30027,2605
30029,18683
30031,13215
30033,239
30035,1621
30037,185
30039,965
30041,2391
30043,2448
30045,443
30047,6423
30049,12193
30051,590
30053,5418
30055,449
30057,2402
30059,453
30061,1193
30063,17653
30065,1235
30067,3566
30069,101
30071,911
30073,1198
30075,440
30077,1371
30079,350
30081,10674
30083,1648
30085,1240
30087,1354
30089,3506
30091,807
30093,6519
30095,2079
30097,1110
30099,1380
30101,825
30103,192
30105,1658
30107,432
30109,250
30111,26275
31001,5596
31003,1455
31005,107
31007,155
31009,132
31011,1173
31013,1884
31015,584
31017,814
31019,6863
31021,1540
31023,1642
31025,4396
31027,1806
31029,829
31031,1195
31033,1779
31035,1236
31037,1348
31039,1944
31041,2368
31043,2706
31045,1610
31047,3696
31049,430
31051,1142
31053,6977
31055,70894
31057,412
31059,1280
31061,809
31063,668
31065,1162
31067,4429
31069,516
31071,571
31073,526
31075,152
31077,602
31079,8938
31081,1798
31083,845
31085,166
31087,712
31089,2193
31091,226
31093,1354
31095,1686
31097,939
31099,1239
31101,2155
31103,183
31105,893
31107,2061
31109,42177
31111,6661
31113,186
31115,148
31117,118
31119,5452
31121,1617
31123,962
31125,723
31127,1377
31129,1131
31131,3054
31133,738
31135,667
31137,1821
31139,1350
31141,5734
31143,1139
31145,2155
31147,1919
31149,355
31151,2058
31153,20619
31155,3871
31157,6749
31159,2912
31161,1323
31163,811
31165,270
31167,1045
31169,1283
31171,137
31173,857
31175,1067
31177,3631
31179,1447
31181,792
31183,187
31185,2710
32001,4530
32003,315486
32005,13191
32007,5743
32009,276
32011,335
32013,2259
32015,798
32017,1134
32019,11372
32021,1359
32023,13173
32027,1036
32029,1142
32031,72890
32033,1600
32510,10857
33001,13037
33003,12981
33005,14719
33007,7320
33009,17964
33011,62902
33013,26316
33015,52770
33017,18838
33019,8948
34001,46657
34003,158415
34005,74168
34007,77791
34009,24059
34011,22676
34013,106918
34015,44794
34017,78647
34019,22295
34021,54941
34023,121213
34025,106602
34027,82479
34029,133880
34031,71897
34033,11537
34035,50390
34037,23663
34039,78625
34041,18638
35001,106928
35003,1306
35005,10100
35006,4197
35007,3286
35009,6091
35011,401
35013,33040
35015,8254
35017,7347
35019,949
35021,172
35023,910
35025,7770
35027,5475
35028,3260
35029,4939
35031,8610
35033,1379
35035,11248
35037,2021
35039,7306
35041,2622
35043,24400
35045,18029
35047,5712
35049,34538
35051,3921
35053,3178
35055,8280
35057,3120
35059,816
35061,13082
36001,50691
36003,8596
36005,179661
36007,36107
36009,14427
36011,14212
36013,25157
36015,15614
36017,9677
36019,13218
36021,13936
36023,7668
36025,10788
36027,50176
36029,161744
36031,8525
36033,8365
36035,10211
36037,10593
36039,10262
36041,1366
36043,12483
36045,14923
36047,352294
36049,4755
36051,10929
36053,12550
36055,125344
36057,9020
36059,236983
36061,264356
36063,39217
36065,42275
36067,76833
36069,21207
36071,51951
36073,7098
36075,18668
36077,12333
36079,16504
36081,350514
36083,26307
36085,75442
36087,50411
36089,18398
36091,40191
36093,26055
36095,6553
36097,3727
36099,6413
36101,18251
36103,244871
36105,13928
36107,9604
36109,14295
36111,34254
36113,13887
36115,11620
36117,16631
36119,162211
36121,6996
36123,5030
37001,27165
37003,7248
37005,2917
37007,4461
37009,6634
37011,3803
37013,11013
37015,4244
37017,7028
37019,40223
37021,49925
37023,17703
37025,26889
37027,15832
37029,1847
37031,16743
37033,4695
37035,27535
37037,17129
37039,8097
37041,3415
37043,3298
37045,17692
37047,10936
37049,19177
37051,38522
37053,4177
37055,7499
37057,29483
37059,8555
37061,10580
37063,39266
37065,9985
37067,58469
37069,10908
37071,34717
37073,2283
37075,1971
37077,9858
37079,3316
37081,78210
37083,10301
37085,16089
37087,14865
37089,29232
37091,4653
37093,5193
37095,1012
37097,27300
37099,8270
37101,25598
37103,2191
37105,9745
37107,11084
37109,14101
37111,8991
37113,9869
37115,4683
37117,5097
37119,117292
37121,3658
37123,5376
37125,23178
37127,16727
37129,39260
37131,5000
37133,17455
37135,19403
37137,3700
37139,6518
37141,10712
37143,3637
37145,7457
37147,22859
37149,6203
37151,24842
37153,7847
37155,19512
37157,18113
37159,24122
37161,14083
37163,11045
37165,6109
37167,11535
37169,9299
37171,14476
37173,2704
37175,10112
37177,819
37179,28502
37181,7950
37183,120379
37185,4888
37187,2814
37189,8507
37191,19768
37193,14368
37195,14229
37197,7343
37199,4490
38001,563
38003,2342
38005,914
38007,197
38009,1490
38011,647
38013,369
38015,14807
38017,20551
38019,1030
38021,1008
38023,620
38025,732
38027,573
38029,975
38031,734
38033,382
38035,8630
38037,684
38039,715
38041,619
38043,525
38045,1057
38047,524
38049,1186
38051,811
38053,1157
38055,2194
38057,1550
38059,4935
38061,1167
38063,790
38065,432
38067,1563
38069,982
38071,2222
38073,1137
38075,425
38077,2805
38079,1638
38081,858
38083,418
38085,343
38087,197
38089,4039
38091,406
38093,3962
38095,502
38097,1550
38099,2248
38101,8416
38103,1057
38105,3205
39001,4856
39003,17747
39005,9819
39007,18132
39009,8281
39011,8186
39013,13830
39015,7900
39017,54607
39019,5686
39021,7031
39023,25635
39025,32161
39027,6951
39029,20467
39031,6948
39033,8536
39035,221367
39037,9861
39039,6945
39041,26487
39043,15930
39045,23759
39047,4959
39049,151411
39051,7297
39053,5566
39055,18581
39057,27917
39059,7453
39061,122451
39063,12623
39065,4898
39067,3186
39069,4900
39071,7723
39073,5261
39075,5859
39077,9746
39079,5444
39081,13950
39083,10906
39085,44784
39087,11076
39089,27997
39091,7953
39093,54669
39095,68235
39097,6714
39099,46942
39101,11266
39103,30807
39105,4449
39107,7074
39109,19352
39111,3243
39113,93724
39115,3037
39117,5809
39119,15037
39121,3845
39123,9926
39125,3414
39127,5846
39129,8951
39131,4915
39133,25831
39135,7693
39137,5722
39139,23231
39141,12389
39143,10897
39145,13526
39147,9675
39149,7799
39151,70739
39153,94602
39155,42123
39157,17754
39159,6799
39161,5230
39163,2226
39165,32035
39167,12376
39169,20111
39171,6799
39173,19289
39175,4130
40001,3388
40003,1121
40005,2588
40007,1006
40009,3010
40011,1730
40013,8204
40015,4768
40017,18125
40019,7929
40021,7938
40023,3005
40025,529
40027,36272
40029,1149
40031,14910
40033,1138
40035,2819
40037,12430
40039,3913
40041,10348
40043,916
40045,904
40047,9861
40049,4931
40051,8746
40053,928
40055,1025
40057,508
40059,704
40061,2515
40063,2515
40065,3717
40067,1235
40069,2115
40071,8370
40073,2445
40075,1729
40077,2187
40079,8772
40081,6255
40083,7032
40085,1946
40087,5969
40089,5842
40091,4965
40093,1517
40095,3673
40097,7464
40099,2674
40101,11297
40103,2135
40105,1978
40107,2115
40109,105127
40111,7051
40113,9104
40115,5662
40117,3093
40119,10062
40121,8607
40123,6272
40125,11548
40127,2513
40129,740
40131,14557
40133,4393
40135,7535
40137,8366
40139,2280
40141,1454
40143,90495
40145,12652
40147,9989
40149,1974
40151,1507
40153,3108
41001,4151
41003,14145
41005,72125
41007,8387
41009,9394
41011,16223
41013,5713
41015,7623
41017,36450
41019,27550
41021,475
41023,2099
41025,1736
41027,3609
41029,46655
41031,4546
41033,22145
41035,13849
41037,1929
41039,70183
41041,13534
41043,22895
41045,5001
41047,52093
41049,1764
41051,104899
41053,14569
41055,428
41057,6560
41059,11820
41061,5283
41063,1978
41065,5273
41067,76361
41069,506
41071,17604
42001,20304
42003,226124
42005,14236
42007,34713
42009,10751
42011,70728
42013,24996
42015,12671
42017,113718
42019,34025
42021,29240
42023,1235
42025,13196
42027,22306
42029,82614
42031,7413
42033,16097
42035,7121
42037,12443
42039,17140
42041,45230
42043,45549
42045,90402
42047,6517
42049,47517
42051,27082
42053,1603
42055,29673
42057,3040
42059,6823
42061,9299
42063,15959
42065,9013
42067,4896
42069,41322
42071,94915
42073,18660
42075,26742
42077,60102
42079,62285
42081,21753
42083,7883
42085,23624
42087,9787
42089,28274
42091,143138
42093,3768
42095,56396
42097,19142
42099,8293
42101,212274
42103,12152
42105,3953
42107,28561
42109,7419
42111,16178
42113,1696
42115,9383
42117,8786
42119,7996
42121,11213
42123,8882
42125,41708
42127,12078
42129,78061
42131,5598
42133,76024
44001,9455
44003,30180
44005,17943
44007,95189
44009,25122
45001,5202
45003,31540
45005,1777
45007,35149
45009,3026
45011,3786
45013,49217
45015,28877
45017,3230
45019,63833
45021,9262
45023,5874
45025,8245
45027,7735
45029,7432
45031,12328
45033,4886
45035,21364
45037,4950
45039,4624
45041,22637
45043,16714
45045,77989
45047,12759
45049,3512
45051,76932
45053,5212
45055,11704
45057,18855
45059,11993
45061,3140
45063,44761
45065,3183
45067,5945
45069,4652
45071,7345
45073,17658
45075,16643
45077,19998
45079,50741
45081,3899
45083,48999
45085,16948
45087,5394
45089,6267
45091,37341
46003,523
46005,3124
46007,398
46009,1423
46011,4051
46013,6646
46015,930
46017,146
46019,2035
46021,372
46023,1705
46025,779
46027,1654
46029,4748
46031,453
46033,2527
46035,3578
46037,1405
46039,919
46041,560
46043,688
46045,756
46047,1862
46049,617
46051,1467
46053,1024
46055,423
46057,950
46059,791
46061,507
46063,229
46065,2960
46067,1689
46069,345
46071,470
46073,598
46075,183
46077,1122
46079,2673
46081,5370
46083,6927
46085,599
46087,1040
46089,677
46091,1015
46093,4184
46095,310
46097,438
46099,24024
46101,1236
46102,975
46103,19205
46105,695
46107,644
46109,1996
46111,473
46115,1326
46117,652
46119,320
46121,757
46123,1214
46125,1706
46127,2674
46129,1307
46135,4178
46137,262
47001,14987
47003,7259
47005,3849
47007,2656
47009,25971
47011,17786
47013,8130
47015,2602
47017,5555
47019,11952
47021,5865
47023,2906
47025,6152
47027,1817
47029,7413
47031,9478
47033,2682
47035,17899
47037,82207
47039,2739
47041,3594
47043,8178
47045,6431
47047,8331
47049,3832
47051,8115
47053,8710
47055,5810
47057,4655
47059,14567
47061,2740
47063,11467
47065,62141
47067,1352
47069,4552
47071,5771
47073,11635
47075,3152
47077,5019
47079,7349
47081,4175
47083,1708
47085,3556
47087,2565
47089,10538
47091,3972
47093,71194
47095,1144
47097,3971
47099,7652
47101,2471
47103,6402
47105,13522
47107,10276
47109,5330
47111,3732
47113,16005
47115,5579
47117,5183
47119,14285
47121,2630
47123,9520
47125,18263
47127,1307
47129,3757
47131,6024
47133,4433
47135,1632
47137,1365
47139,3449
47141,12831
47143,5883
47145,11793
47147,10189
47149,32205
47151,3633
47153,2961
47155,18688
47157,122695
47159,3230
47161,2632
47163,33753
47165,28541
47167,8651
47169,1425
47171,4128
47173,3536
47175,1296
47177,6991
47179,22820
47181,3120
47183,6037
47185,5374
47187,28691
47189,21075
48001,8278
48003,1810
48005,13847
48007,6711
48009,1702
48011,425
48013,7099
48015,5577
48017,985
48019,5873
48021,12303
48023,867
48025,3905
48027,36793
48029,231377
48031,2874
48033,167
48035,4504
48037,15268
48039,41745
48041,19786
48043,2072
48045,372
48047,1041
48049,7388
48051,3689
48053,10203
48055,5771
48057,3769
48059,2848
48061,55465
48063,2378
48065,1098
48067,6586
48069,1164
48071,4494
48073,8886
48075,1004
48077,2373
48079,455
48081,941
48083,2059
48085,104035
48087,504
48089,4594
48091,25397
48093,3247
48095,652
48097,7269
48099,7404
48101,341
48103,654
48105,521
48107,1060
48109,327
48111,784
48113,272730
48115,1878
48117,2336
48119,1056
48121,82137
48123,3943
48125,524
48127,1763
48129,776
48131,1978
48133,4091
48135,15237
48137,586
48139,21930
48141,99552
48143,5875
48145,3095
48147,6398
48149,6187
48151,880
48153,1081
48155,345
48157,81346
48159,2324
48161,3866
48163,2468
48165,1820
48167,46434
48169,834
48171,7758
48173,149
48175,1664
48177,3393
48179,3546
48181,22943
48183,18617
48185,4741
48187,21670
48189,4482
48191,681
48193,2042
48195,851
48197,845
48199,9352
48201,472148
48203,10965
48205,852
48207,1262
48209,22818
48211,527
48213,17818
48215,92728
48217,7332
48219,3288
48221,14397
48223,6666
48225,4893
48227,4680
48229,675
48231,14886
48233,3470
48235,273
48237,1510
48239,2577
48241,6875
48243,763
48245,36138
48247,744
48249,6113
48251,23146
48253,3036
48255,2180
48257,14585
48259,8269
48261,144
48263,182
48265,14024
48267,1267
48269,25
48271,904
48273,4030
48275,679
48277,9383
48279,2169
48281,3914
48283,1263
48285,4662
48287,3214
48289,4175
48291,10873
48293,4389
48295,581
48297,2462
48299,7656
48301,25
48303,37113
48305,987
48307,1759
48309,35502
48311,142
48313,2155
48315,2592
48317,683
48319,1021
48321,6008
48323,6704
48325,8271
48327,666
48329,17255
48331,5038
48333,1504
48335,1316
48337,4360
48339,73352
48341,2283
48343,2657
48345,393
48347,9286
48349,8229
48351,2800
48353,2630
48355,50883
48357,1064
48359,309
48361,13110
48363,5548
48365,4356
48367,20511
48369,1312
48371,2012
48373,9040
48375,14583
48377,1683
48379,2893
48381,19659
48383,308
48385,975
48387,2975
48389,1961
48391,1546
48393,206
48395,3229
48397,11754
48399,2121
48401,8830
48403,3192
48405,2184
48407,6227
48409,9790
48411,1382
48413,560
48415,2578
48417,632
48419,4405
48421,408
48423,36844
48425,1624
48427,7196
48429,1825
48431,156
48433,300
48435,691
48437,1365
48439,225738
48441,19482
48443,293
48445,1889
48447,402
48449,4561
48451,17837
48453,116483
48455,3833
48457,4643
48459,7350
48461,611
48463,4494
48465,6928
48467,11048
48469,14567
48471,9187
48473,6013
48475,1606
48477,7376
48479,25141
48481,6919
48483,1024
48485,19043
48487,2368
48489,2954
48491,64740
48493,7557
48495,906
48497,9851
48499,11858
48501,991
48503,3681
48505,1975
48507,1665
49001,923
49003,6843
49005,11339
49007,3409
49009,77
49011,33756
49013,2294
49015,1661
49017,1088
49019,1704
49021,6425
49023,1321
49025,1686
49027,2148
49029,1330
49031,459
49033,505
49035,119685
49037,2100
49039,4079
49041,3402
49043,4854
49045,5976
49047,3672
49049,45796
49051,3505
49053,34636
49055,552
49057,28724
50001,7075
50003,8048
50005,6052
50007,23807
50009,1567
50011,7643
50013,1401
50015,4236
50017,5926
50019,5947
50021,12547
50023,11080
50025,9378
50027,12557
51001,7424
51003,19340
51005,3607
51007,2483
51009,6532
51011,3183
51013,24465
51015,15368
51017,965
51019,16343
51021,1438
51023,7302
51025,3452
51027,4669
51029,3284
51031,10809
51033,4859
51035,7091
51036,1678
51037,2634
51041,49544
51043,2990
51045,1088
51047,7862
51049,2151
51051,3160
51053,4884
51057,2443
51059,149923
51061,11284
51063,3537
51065,5162
51067,12797
51069,14514
51071,3570
51073,6921
51075,4942
51077,3780
51079,3232
51081,1710
51083,8097
51085,18112
51087,49085
51089,12104
51091,857
51093,6814
51095,18396
51097,1628
51099,3355
51101,2617
51103,3879
51105,4974
51107,35615
51109,7054
51111,2637
51113,2849
51115,2741
51117,7722
51119,3317
51121,11973
51125,3853
51127,3584
51131,3093
51133,4473
51135,2925
51137,7107
51139,4966
51141,4642
51143,13372
51145,5104
51147,3683
51149,5123
51153,44009
51155,7691
51157,1907
51159,1881
51161,19843
51163,5754
51165,15113
51167,5610
51169,5155
51171,9158
51173,6568
51175,3473
51177,18263
51179,14857
51181,1413
51183,1969
51185,8938
51187,6170
51191,12004
51193,4405
51195,6806
51197,5974
51199,10664
51510,17766
51520,3456
51530,1196
51540,5326
51550,31085
51570,3550
51580,1131
51590,8342
51595,916
51600,3498
51610,1816
51620,1571
51630,3084
51640,1458
51650,20215
51660,4778
51670,3484
51678,1128
51680,11368
51683,4003
51685,1437
51690,2397
51700,22744
51710,26570
51720,651
51730,5241
51735,2374
51740,13774
51750,1532
51760,29085
51770,15988
51775,4803
51790,5126
51800,12764
51810,61804
51820,3904
51830,2342
51840,4443
53001,2138
53003,5122
53005,28654
53007,14177
53009,21715
53011,71163
53013,1128
53015,20082
53017,7229
53019,1928
53021,8290
53023,551
53025,12882
53027,15299
53029,19848
53031,11038
53033,284332
53035,46144
53037,7220
53039,5126
53041,16186
53043,2701
53045,14383
53047,8837
53049,6565
53051,3432
53053,118606
53055,5527
53057,25451
53059,2339
53061,104645
53063,79841
53065,10058
53067,46930
53069,1410
53071,10636
53073,37321
53075,5001
53077,33738
54001,3226
54003,16666
54005,4275
54007,3184
54009,5124
54011,17200
54013,1716
54015,1748
54017,1762
54019,8902
54021,1332
54023,2778
54025,7951
54027,5073
54029,6632
54031,3019
54033,12875
54035,5764
54037,8781
54039,36609
54041,3269
54043,3890
54045,6430
54047,3875
54049,10770
54051,6707
54053,5469
54055,12774
54057,5780
54059,4408
54061,12827
54063,3317
54065,4033
54067,5460
54069,8923
54071,1852
54073,1393
54075,2099
54077,6559
54079,10125
54081,15077
54083,6113
54085,2253
54087,2983
54089,3115
54091,3333
54093,1764
54095,1919
54097,4843
54099,8211
54101,1907
54103,3515
54105,1137
54107,16944
54109,4423
55001,5773
55003,2956
55005,9684
55007,4028
55009,37538
55011,2840
55013,4286
55015,7158
55017,11174
55019,5666
55021,9968
55023,3674
55025,70979
55027,15105
55029,7961
55031,7793
55033,6825
55035,15665
55037,1105
55039,18365
55041,2054
55043,8731
55045,6680
55047,4050
55049,4254
55051,1713
55053,3792
55055,13910
55057,5330
55059,22983
55061,4038
55063,18678
55065,3039
55067,4470
55069,5818
55071,15721
55073,23169
55075,9370
55077,3693
55078,591
55079,125940
55081,7537
55083,7573
55085,9051
55087,26549
55089,17044
55091,1593
55093,5984
55095,8717
55097,11351
55099,3365
55101,31584
55103,3844
55105,26139
55107,3348
55109,12029
55111,11474
55113,4141
55115,8474
55117,20118
55119,3828
55121,5235
55123,5829
55125,6644
55127,17631
55129,4038
55131,23547
55133,72414
55135,10451
55137,5755
55139,27014
55141,14703
56001,4325
56003,2501
56005,4360
56007,2489
56009,2304
56011,1430
56013,7110
56015,2878
56017,1104
56019,1943
56021,15274
56023,3211
56025,11580
56027,552
56029,6459
56031,2049
56033,6167
56035,1758
56037,4972
56039,3268
56041,2665
56043,1693
56045,1370
72001,3334
72003,6899
72005,11034
72007,4872
72009,4571
72011,5351
72013,17960
72015,3337
72017,4555
72019,4297
72021,37504
72023,10910
72025,25211
72027,6067
72029,7496
72031,33295
72033,4612
72035,8711
72037,2627
72039,3195
72041,6655
72043,6697
72045,3366
72047,5850
72049,306
72051,6214
72053,6674
72054,2056
72055,3768
72057,7134
72059,3702
72061,18565
72063,7214
72065,7786
72067,4302
72069,11094
72071,8066
72073,2338
72075,7878
72077,6036
72079,5368
72081,5136
72083,1659
72085,6483
72087,4379
72089,3806
72091,8059
72093,1169
72095,2321
72097,17515
72099,6097
72101,4749
72103,4540
72105,5180
72107,3424
72109,3575
72111,3252
72113,29192
72115,4618
72117,3369
72119,9591
72121,4992
72123,5260
72125,7476
72127,73353
72129,6752
72131,8335
72133,3444
72135,9903
72137,14598
72139,12138
72141,5976
72143,6571
72145,10158
72147,1849
72149,3745
72151,6633
72153,7532